	user	Histories	Behaviors
99	U99	J6229 J6223 J4527 J4340	J7126-0 J1950-0 J4444-0 J4342-1 J7936-0 J3399-0 J6822-0 J3527-0 J6529-0 J5870-0 J6243-0 J7378-0 J983-0 J1526-0 J238-0 J8034-1 J8077-1 J4597-0 J3821-1 J7059-0
100	U100	J2377 J6674 J5957 J214 J2841 J5533 J7064 J7429 J2676 J85 J3439 J4547 J5885 J3619	J4956-0 J5993-0 J2083-0 J1964-1 J992-0 J3417-1 J1015-0 J7638-0 J5668-1 J7451-0 J106-0 J2201-0 J4921-1 J4149-1 J2225-0 J4353-0 J6434-0 J2445-0 J4453-0 J7961-0
101	U101	J4522 J6685 J2841 J664	J3906-1 J2090-0 J985-1 J849-0 J1690-0 J6050-0 J6650-0 J6446-0 J44-0 J2945-0 J3568-0 J7378-0 J3744-0 J4916-0 J2451-1 J7858-0 J7993-1 J4244-0 J3263-0 J3612-0
102	U102	J7626 J3551 J397 J3595 J4803 J6382 J2135 J3881	J1806-0 J7288-0 J1436-0 J483-1 J3099-0 J6144-1 J7098-0 J1588-1 J2222-0 J2322-0 J1834-0 J6762-0 J5224-0 J5706-0 J5136-0 J78-0 J874-0 J4519-0 J305-0 J2848-0
103	U103	J6368 J7542 J5096	J7338-0 J5049-0 J4239-0 J7172-0 J141-0 J7124-0 J7107-0 J615-0 J3590-0 J525-0 J7241-0 J4569-0 J6540-0 J7109-0 J7592-0 J2553-0 J5838-0 J94-0 J1329-0 J723-0
104	U104	J2887 J4038 J7197 J6664	J998-0 J6234-0 J68-0 J7732-0 J2184-0 J6267-0 J7266-0 J4812-1 J4410-0 J8170-0 J5547-0 J246-0 J2436-1 J7122-0 J2814-1 J724-0 J2237-0 J738-0 J3734-0 J2284-0
105	U105	J7382 J8117 J3083 J6502 J245 J4484 J1646 J6118 J1442 J275 J8123 J1660	J7036-1 J5306-0 J3790-1 J6548-0 J6401-0 J4764-1 J7054-0 J1686-0 J3098-1 J478-0 J1982-0 J6826-0 J8184-0 J1747-0 J2029-0 J2989-0 J4913-0 J4853-0 J5141-0 J1809-1
106	U106	J6502 J2958 J6470 J2463 J7199	J6359-0 J6449-0 J2406-0 J4861-1 J6068-0 J3249-1 J1443-0 J2752-1 J5727-0 J942-0 J3695-1 J5611-0 J1216-0 J4236-1 J7278-1 J5775-0 J20-0 J5933-0 J5704-0 J5101-0
107	U107	J4491 J4947 J3564 J4188 J3928 J8079 J6375 J2446 J5174	J1190-0 J1548-1 J856-0 J5278-0 J4490-0 J6561-0 J2696-1 J2075-0 J6525-0 J7986-0 J2102-1 J7344-0 J6600-0 J810-1 J739-1 J5547-0 J5475-1 J428-0 J6889-0 J3238-0
108	U108	J6674 J7177 J4847	J1973-0 J3871-1 J7708-0 J296-0 J5205-0 J1427-0 J1155-0 J8199-0 J4293-0 J5782-0 J3752-0 J4070-0 J4059-0 J282-1 J4145-1 J3149-0 J7478-0 J6921-0 J3325-0 J4104-1
109	U109	J3848 J724 J3997	J6890-0 J5813-0 J5950-0 J5821-0 J5183-1 J4151-1 J2030-0 J167-0 J3052-0 J614-0 J7508-0 J7499-0 J7568-0 J5659-1 J2439-0 J6172-0 J3619-0 J3272-0 J366-0 J7052-0
110	U110	J1056 J4547 J4861 J7558 J7372 J1248	J1678-1 J775-0 J6245-0 J1817-1 J4220-0 J5148-0 J175-0 J4302-1 J752-0 J7236-0 J7027-0 J975-0 J5650-1 J7780-0 J7070-1 J4061-0 J3320-0 J6640-1 J5301-0 J2767-0
111	U111	J2537 J2819 J2672	J1846-0 J783-0 J5990-0 J8113-0 J6769-0 J262-0 J5142-0 J2341-0 J4491-0 J5617-0 J1670-0 J7576-0 J4771-0 J7656-0 J2148-1 J949-0 J2021-0 J2517-0 J3357-0 J6229-1
112	U112	J5689 J6126 J2379 J5487	J8110-0 J4364-0 J7503-0 J1911-0 J102-0 J2481-1 J2606-0 J2971-0 J1653-1 J2800-0 J7332-0 J4998-0 J7231-0 J4586-0 J533-0 J3822-0 J2012-0 J8164-0 J4919-0 J1787-0
113	U113	J7258 J4205 J2641 J4638 J3239 J2517 J5680 J2850	J7067-1 J4512-0 J142-1 J1797-0 J833-0 J1803-0 J62-1 J1006-0 J7238-0 J5579-0 J4857-0 J1262-1 J7343-0 J192-1 J2239-0 J5588-0 J7935-0 J7072-0 J3927-1 J5019-0
114	U114	J4880 J1908 J5366 J1564 J6620 J4190 J6122 J5708 J2251 J304 J1058 J7088	J7015-0 J1664-0 J1841-0 J3334-0 J6209-0 J1341-0 J3735-0 J1067-0 J1370-0 J1348-0 J1305-0 J256-0 J740-0 J3284-0 J3443-0 J81-0 J6350-0 J371-0 J3614-0 J3744-0
115	U115	J810 J1694 J5937	J8194-0 J6937-0 J3058-0 J5550-0 J7733-0 J7884-1 J659-1 J7149-0 J7019-0 J6683-0 J6469-0 J3154-0 J23-0 J4286-0 J3962-1 J6699-0 J1293-0 J1078-0 J7325-0 J5631-0
116	U116	J6516 J7524 J712	J7419-0 J5836-0 J4031-0 J671-0 J6753-0 J116-0 J7529-1 J5722-0 J6337-0 J4262-0 J7136-0 J2085-0 J7651-1 J6044-0 J3247-0 J1456-0 J1307-1 J6751-0 J7393-0 J3619-0
118	U118	J3421 J2635 J6513 J5472 J2731 J4903	J3420-1 J288-0 J131-0 J5259-0 J7296-1 J6258-0 J5308-0 J2044-0 J1991-0 J1360-0 J276-0 J8144-0 J1829-0 J972-0 J619-0 J1620-1 J2184-0 J6146-0 J2720-1 J6888-0
119	U119	J8233 J1443 J7765 J2640	J2104-1 J769-0 J412-0 J3216-0 J3961-1 J5447-0 J7826-1 J6214-1 J4136-1 J1851-1 J6013-1 J7042-0 J7596-0 J5076-0 J7138-0 J966-0 J4537-0 J7506-0 J3424-1 J4506-0
120	U120	J1719 J1538 J3059 J558	J6729-0 J4640-0 J4178-0 J222-0 J6902-0 J2078-1 J3129-0 J2304-0 J83-0 J3714-0 J2316-0 J1102-0 J5735-0 J3156-0 J8032-1 J6882-0 J4894-0 J7624-1 J8160-0 J635-0
121	U121	J5985 J7214 J2700 J3554 J2442 J1030 J7844 J8206 J4461	J2298-0 J3556-0 J4826-0 J1932-0 J244-0 J1735-0 J3989-0 J2036-0 J3744-0 J5837-0 J1424-1 J7858-0 J1158-0 J3692-0 J6836-0 J4462-0 J5183-0 J3128-0 J7245-0 J1399-0
122	U122	J200 J6455 J6118 J300 J1433 J8168	J4886-0 J5467-0 J7701-1 J1393-0 J2996-0 J4143-0 J6422-0 J811-0 J5357-0 J6957-0 J5485-0 J4274-0 J7535-1 J4031-0 J4813-0 J5804-0 J6624-0 J2696-0 J6545-0 J7092-0
123	U123	J7278 J3287 J3919 J7296 J4340 J3955 J4629 J243	J4343-1 J729-0 J5118-1 J7274-0 J590-0 J5549-0 J2178-0 J6438-0 J7077-1 J1237-0 J6114-0 J1340-0 J2599-0 J7544-0 J6276-0 J6459-0 J3084-0 J7257-1 J1938-0 J5278-0
124	U124	J4629 J3845 J260	J1518-0 J4512-0 J5935-0 J1832-0 J6477-0 J6326-0 J5477-0 J4698-0 J4844-1 J6375-1 J8233-1 J6272-0 J7062-1 J8038-0 J1916-1 J145-0 J2626-0 J5262-0 J1117-0 J6169-1
125	U125	J7056 J3793 J7353 J2988 J2982	J1011-0 J2378-0 J798-0 J8193-0 J1110-0 J865-0 J5846-0 J1148-1 J6149-0 J6740-1 J6728-0 J7026-0 J2515-0 J7012-0 J2883-0 J4281-0 J1348-0 J6195-0 J117-0 J487-0
126	U126	J2991 J5866 J5359 J7418 J2920	J7256-0 J7320-0 J242-0 J2757-0 J7556-0 J8112-0 J3147-0 J467-0 J4731-0 J4670-0 J4522-0 J1112-0 J5386-0 J5974-0 J8095-0 J5585-0 J6181-0 J3658-0 J7572-1 J354-0
127	U127	J3547 J3684 J6832	J7987-1 J3089-0 J7553-0 J6479-0 J6444-0 J2635-0 J1217-0 J6879-0 J576-0 J6933-0 J4323-0 J8066-0 J4170-0 J3239-1 J242-0 J1366-0 J1169-0 J3100-0 J5652-0 J7998-0
128	U128	J3436 J8134 J6509 J5081 J5080	J2926-0 J7996-0 J1590-0 J2823-0 J7309-0 J5430-0 J4529-0 J664-0 J7054-0 J1681-0 J521-0 J6946-0 J4306-0 J314-0 J3690-0 J3289-0 J691-0 J923-0 J6799-0 J425-0
129	U129	J4724 J2272 J7847 J5341 J4883 J3068 J5655 J7375	J2339-0 J3904-0 J3795-0 J5961-0 J5675-0 J978-0 J178-0 J11-1 J22-1 J4436-0 J654-0 J3899-0 J2138-0 J3926-0 J578-0 J6295-0 J2631-0 J4618-0 J5040-0 J3367-0
130	U130	J4847 J3059 J2718 J3866 J2422 J6422 J7447	J6949-0 J2217-0 J5989-0 J8100-1 J5689-1 J4026-1 J644-0 J7495-0 J1767-0 J2350-0 J2139-0 J152-1 J3317-0 J4634-0 J472-1 J1061-1 J4070-0 J480-0 J3274-0 J704-0
132	U132	J7410 J7070 J4330 J114	J875-0 J2280-0 J4244-0 J2882-0 J2726-1 J3832-0 J4438-0 J5917-0 J5410-0 J959-0 J4929-0 J7529-1 J5969-0 J7038-0 J2177-0 J6634-0 J1966-1 J4467-1 J5331-0 J7404-1
133	U133	J4508 J3631 J306 J6010 J6910 J2253 J2247 J7037	J6184-0 J7389-1 J5784-0 J3039-0 J844-0 J3958-1 J1463-0 J5667-0 J2761-0 J7883-0 J5977-0 J2157-0 J7233-0 J53-0 J1129-0 J1611-0 J4627-0 J3661-0 J3320-0 J2061-0
134	U134	J5339 J599 J4882 J906 J7151 J3776	J1314-0 J5774-0 J7364-1 J5472-0 J2137-0 J1710-0 J216-0 J3353-0 J5179-0 J321-0 J1917-0 J8085-0 J1836-0 J6895-0 J4454-0 J3550-0 J4105-0 J2563-0 J7654-0 J3369-0
135	U135	J3287 J3699 J3015 J5145	J3321-0 J8206-0 J4200-0 J4899-0 J2310-0 J7752-0 J3789-0 J2053-0 J2621-0 J6786-0 J5393-0 J2889-0 J5625-0 J7523-0 J8255-0 J4687-0 J7339-0 J3724-0 J2142-0 J23-0
136	U136	J3255 J4256 J5081	J6818-0 J2748-0 J800-0 J2362-0 J3435-0 J7587-0 J6865-0 J5474-0 J4749-0 J1998-0 J7031-0 J2919-0 J6528-0 J265-0 J2832-0 J3583-0 J718-0 J5157-0 J844-0 J5634-0
137	U137	J2705 J3923 J7503 J2690	J2483-0 J2125-0 J2758-0 J7350-0 J2227-0 J7779-0 J2653-0 J1366-0 J3686-0 J5477-0 J4653-0 J4127-0 J2743-0 J1847-0 J7386-1 J1283-0 J4259-1 J2785-0 J3775-0 J255-0
138	U138	J7416 J1811 J6002 J3481 J8243	J3613-0 J5757-0 J1156-0 J2092-0 J4781-0 J6096-0 J4204-0 J3386-1 J2049-0 J1405-0 J6972-0 J3145-0 J3322-0 J982-0 J3729-0 J2558-0 J1155-0 J4031-0 J6670-0 J5488-0
139	U139	J7854 J3918 J987 J875 J6662 J3646 J7404 J1397 J1485 J6461 J7145 J7182 J901 J544 J6017	J5413-0 J4347-0 J4657-0 J164-0 J7890-1 J7851-0 J3948-0 J6120-1 J8090-0 J3114-0 J732-0 J1944-0 J2331-0 J5070-1 J6192-0 J4116-0 J6995-0 J4344-1 J5973-0 J2389-0
140	U140	J1448 J7878 J3934	J7992-0 J1642-0 J1362-0 J4390-0 J6644-0 J749-0 J1953-0 J636-0 J596-0 J1043-0 J6993-0 J5047-0 J4373-0 J8107-0 J1339-0 J7476-0 J8258-1 J5133-0 J7616-0 J3616-0
141	U141	J763 J1745 J534	J4976-0 J3286-0 J8166-0 J2627-0 J803-0 J6409-0 J4926-0 J7696-0 J5964-0 J300-0 J7722-0 J7104-0 J4928-1 J5349-0 J958-0 J7334-0 J5367-0 J5072-1 J5978-0 J2223-0
142	U142	J6304 J2185 J7635 J3776 J2416	J6316-0 J7139-1 J6756-0 J6719-0 J3063-1 J6482-0 J2598-0 J6456-0 J2443-1 J420-1 J7082-0 J1318-0 J6633-0 J6072-0 J6987-0 J7644-0 J1676-1 J4481-1 J5665-0 J1378-0
143	U143	J3786 J3378 J4568 J1460 J5996 J6069 J1309 J5979 J5955 J1485	J2292-0 J7609-0 J1348-0 J1956-0 J5902-0 J3115-0 J76-0 J517-0 J905-0 J7819-0 J5286-0 J6046-0 J2164-0 J732-0 J41-0 J1258-0 J4599-0 J7667-0 J6340-0 J3109-0
144	U144	J4861 J5788 J4547 J5448 J7199 J8208 J6206 J2696 J5168 J1694 J2568 J4890 J531 J8141 J7067 J3453 J2835 J2480 J4613	J718-0 J8031-1 J2113-1 J5860-0 J7041-1 J5146-0 J7165-0 J7536-0 J3770-0 J449-0 J5278-0 J34-0 J3887-0 J7835-0 J4449-0 J7109-0 J4470-0 J1819-1 J785-0 J1099-0
145	U145	J6000 J3046 J4554 J7522	J6661-1 J7605-0 J7664-1 J5329-0 J5656-0 J7985-0 J2027-0 J1380-0 J2898-0 J12-0 J3342-1 J7298-0 J6172-0 J7088-1 J1895-0 J878-0 J7471-0 J1909-0 J15-1 J6604-0
146	U146	J4903 J5683 J1131	J6158-0 J4265-0 J1549-0 J7519-0 J3185-0 J5427-0 J6096-0 J3475-0 J1591-1 J5256-0 J1476-0 J1288-0 J5781-0 J5193-1 J6342-0 J4941-0 J7679-0 J8207-1 J7765-0 J4412-1
147	U147	J4946 J7634 J536	J7479-1 J6948-0 J5748-0 J3997-1 J5915-0 J5525-0 J7636-1 J5413-0 J6552-0 J8007-0 J7723-0 J3048-0 J3341-0 J3811-0 J7464-0 J510-0 J6922-0 J4467-1 J6964-0 J2488-0
148	U148	J6139 J1853 J5238 J5896 J2460 J7867 J212 J7364	J6236-0 J2038-0 J2925-0 J3532-0 J5779-0 J6818-0 J6265-0 J2943-0 J6441-0 J457-0 J4587-0 J1719-1 J6290-0 J3876-0 J2273-0 J2233-0 J4298-1 J1578-0 J2712-1 J5554-0
149	U149	J3046 J8214 J1933 J1057	J6870-0 J8133-0 J4516-0 J2372-0 J1859-0 J3148-0 J4209-0 J5532-0 J6704-0 J7757-0 J4757-0 J1555-0 J2535-0 J2021-0 J6454-0 J1979-0 J4322-0 J3024-0 J4487-0 J7680-0
150	U150	J2991 J3134 J5559 J1195 J3 J6218 J3631 J19 J7526 J7821 J7584 J2569 J3471 J4321	J5849-0 J6073-0 J7939-0 J7012-0 J854-0 J6498-0 J2578-0 J3325-0 J2111-0 J1501-0 J1497-0 J648-1 J8129-0 J2673-0 J4956-0 J6083-0 J2886-1 J6533-0 J2871-0 J7141-0
151	U151	J194 J7037 J3184 J2145	J4368-0 J6984-0 J5542-0 J3078-0 J4532-0 J3491-0 J5402-0 J7378-0 J8226-1 J2732-1 J6491-0 J6983-0 J3812-0 J3001-0 J2451-1 J3537-0 J7548-0 J6990-0 J3427-0 J4894-0
152	U152	J8134 J5080 J5081	J4268-0 J4669-0 J5541-0 J5484-0 J2886-0 J7577-0 J5040-0 J1913-0 J6554-0 J6498-0 J7123-0 J5805-0 J4574-0 J5958-0 J133-0 J3019-0 J8234-0 J3259-0 J4581-0 J1478-0
153	U153	J3868 J1690 J9	J2478-0 J45-0 J6593-0 J6552-0 J1046-0 J986-0 J2062-0 J7494-0 J3920-0 J3045-0 J3145-0 J1464-0 J2108-0 J2064-0 J4364-0 J4268-0 J7790-0 J7360-0 J8213-0 J6741-0
154	U154	J4236 J4467 J4903 J2690	J2586-0 J928-0 J6064-0 J7412-0 J5866-1 J2859-0 J5999-0 J1433-0 J2631-0 J2529-0 J2200-0 J4848-0 J2606-0 J6394-1 J4524-1 J1812-0 J6013-0 J3163-0 J8049-0 J5-1
155	U155	J2731 J6288 J2700 J7429 J3954	J4811-0 J6163-0 J990-0 J4509-0 J1694-1 J533-0 J313-0 J14-0 J1713-0 J5002-1 J1272-0 J8160-0 J4091-0 J2418-0 J7960-0 J3438-0 J3618-0 J522-0 J8144-0 J7504-0
156	U156	J243 J7624 J1050 J8232 J7558 J3073 J3356 J8169	J4863-1 J4126-0 J62-1 J2954-0 J5505-0 J3892-0 J6295-0 J5747-0 J4168-1 J4002-1 J6548-0 J3753-1 J4147-1 J75-0 J3775-0 J2722-1 J2446-0 J1694-1 J7123-0 J4742-0
157	U157	J4318 J3547 J2726	J2483-0 J4762-0 J6041-1 J773-0 J4192-1 J3980-0 J849-0 J4569-0 J1188-1 J6259-0 J6923-0 J6396-0 J5528-0 J6641-1 J2681-1 J7932-0 J5387-0 J3947-0 J6343-0 J4407-0
158	U158	J3847 J4095 J5686	J4671-0 J7523-0 J2295-0 J25-0 J2061-0 J2853-0 J3570-0 J383-0 J573-0 J1347-0 J5835-0 J991-0 J1874-0 J6354-0 J8161-0 J5493-0 J5584-0 J906-0 J5214-0 J472-0
159	U159	J3013 J2048 J4181 J6098 J387	J3926-1 J6513-0 J5587-0 J808-0 J4787-0 J8122-0 J2475-0 J6674-1 J2994-0 J372-0 J1996-0 J7191-0 J388-0 J6930-0 J6065-0 J1564-1 J5490-1 J4052-0 J7280-0 J6836-0
160	U160	J7782 J3914 J1760 J717 J6181 J7350	J1994-0 J761-0 J6300-0 J315-0 J6206-0 J6771-0 J3562-0 J189-0 J4380-0 J459-0 J1625-1 J6315-0 J7983-0 J6104-0 J4667-0 J1110-0 J6882-0 J4699-0 J6201-0 J2326-0
161	U161	J6375 J6123 J2081 J1158 J3881 J6782 J1239 J745 J1235 J2687 J4088	J1293-0 J3058-0 J6841-0 J4595-0 J5566-0 J106-0 J7023-0 J2455-0 J152-1 J6539-0 J2634-0 J0-1 J585-0 J6731-0 J1923-0 J7841-1 J281-0 J6650-0 J1591-1 J5353-0
162	U162	J4148 J6912 J3453 J4151 J3493 J1768 J4149 J1918 J4146 J4377	J5818-0 J7505-0 J4552-0 J1326-0 J4204-0 J126-0 J733-0 J7562-0 J2217-0 J1452-0 J5873-0 J4389-0 J4125-0 J5085-0 J8015-0 J2877-0 J3796-0 J188-0 J943-0 J1501-0
163	U163	J1852 J3684 J3013 J1963 J3753 J2450	J7251-0 J3999-1 J1703-0 J5925-0 J939-0 J5028-0 J4072-0 J1534-0 J1737-0 J6208-0 J3826-0 J545-0 J7976-0 J8140-1 J1075-0 J7772-0 J4826-0 J1139-0 J721-0 J1713-0
164	U164	J64 J6394 J2911 J8003 J2450 J16 J2841 J8033 J2211	J474-0 J1521-0 J1435-0 J3959-0 J8002-1 J8108-0 J494-0 J6529-0 J4612-0 J6944-0 J6336-0 J910-0 J7975-0 J7479-1 J2870-0 J5845-0 J2715-0 J242-0 J7491-0 J7911-0
165	U165	J5868 J3401 J7404 J267 J5958 J5135 J439 J4629 J1972 J7993	J4145-0 J3271-0 J3204-0 J7016-0 J4681-0 J1113-0 J7779-0 J6387-0 J1441-1 J5982-0 J4342-0 J2761-0 J4372-0 J2888-1 J1675-1 J2695-1 J2554-0 J7783-0 J5083-0 J5545-0
166	U166	J1966 J312 J2699 J4608	J1093-0 J5319-0 J145-0 J5181-0 J2633-0 J6288-1 J4635-0 J2929-1 J6342-0 J3062-0 J646-0 J4943-0 J3540-0 J3341-1 J1065-0 J5773-0 J705-1 J6701-0 J705-1 J5547-0
167	U167	J6265 J298 J3880	J2780-0 J2547-0 J4759-1 J7582-0 J2533-0 J2375-0 J7730-0 J5433-0 J7834-0 J2833-0 J644-0 J4779-0 J1604-0 J1448-0 J4682-0 J4206-1 J6121-0 J509-0 J3887-0 J5146-0
168	U168	J675 J5481 J7601	J4926-0 J5750-0 J5045-0 J4939-1 J5784-0 J3100-0 J3251-0 J691-0 J6733-0 J1701-0 J602-0 J6365-0 J1379-0 J2506-0 J3314-1 J3363-0 J7439-0 J20-0 J6940-0 J5985-1
169	U169	J7093 J4626 J6096 J4740 J4343 J2213	J3729-0 J5366-1 J265-0 J6341-0 J1716-0 J8160-0 J5369-0 J1997-1 J2488-0 J5582-0 J7099-0 J872-1 J961-1 J5598-0 J6069-1 J7329-0 J3513-0 J3727-0 J4228-0 J4726-0
170	U170	J552 J961 J186	J3539-0 J2697-1 J4605-0 J7304-0 J6269-0 J3006-0 J3804-0 J3089-0 J6513-0 J6192-0 J4207-0 J5293-0 J3817-0 J3000-0 J1949-0 J4760-0 J6525-0 J7422-0 J4764-0 J1310-0
171	U171	J2635 J5972 J6643 J6181 J2212 J841 J7341 J3796	J5352-1 J4296-0 J4832-0 J2670-0 J6427-0 J7796-0 J1895-0 J780-0 J4981-0 J6189-0 J4307-0 J39-0 J7055-0 J3735-0 J3598-0 J6765-0 J1974-0 J6133-0 J3752-0 J2893-0
172	U172	J4333 J2705 J7622 J553 J5064	J7316-0 J7098-0 J59-0 J4989-0 J3964-0 J139-0 J7061-0 J4308-0 J612-0 J2694-1 J5949-0 J4939-0 J889-0 J1332-0 J778-0 J1881-0 J2995-0 J1301-0 J3475-0 J1117-0
173	U173	J3931 J8086 J8140 J4885	J6832-1 J3450-0 J3927-1 J4555-0 J5671-0 J1306-0 J4793-0 J7040-0 J1096-0 J2254-0 J4908-0 J7272-0 J7351-0 J7647-0 J2413-0 J7198-0 J2964-0 J5398-1 J7931-0 J7912-0
174	U174	J7840 J5937 J7080 J7228 J1915 J7151 J5582 J5985 J2893 J4402 J150 J2635 J8094 J1677	J8083-0 J4689-0 J1908-0 J8135-0 J4633-0 J3538-0 J2149-0 J7496-0 J5840-0 J2532-1 J7465-0 J6254-0 J3936-0 J2427-0 J5622-0 J726-0 J6211-1 J3680-0 J3841-0 J5053-0
175	U175	J5956 J2055 J3059 J8163 J2393	J4047-1 J2735-1 J3319-0 J4082-1 J1891-0 J5427-0 J4147-1 J2757-0 J467-0 J6332-0 J6436-0 J3867-0 J848-0 J6827-0 J2169-1 J3470-0 J5729-0 J7535-0 J3334-0 J828-0
176	U176	J6839 J1030 J2508 J5569	J3803-0 J7942-0 J4488-0 J6108-1 J7233-0 J4266-0 J4168-1 J2840-0 J1523-0 J874-0 J338-0 J7098-0 J7612-0 J6490-0 J4990-0 J6986-0 J2904-0 J3828-0 J4082-1 J1355-0
177	U177	J7524 J648 J8093 J2876 J2186 J8090 J3786 J4104 J7341 J3833 J1071 J2187	J7467-0 J2336-0 J4191-0 J5029-0 J659-0 J4876-0 J5823-0 J3764-0 J779-0 J7873-1 J7938-0 J6404-0 J2147-1 J3681-0 J8078-0 J7755-0 J2431-1 J7941-0 J6431-0 J4293-0
178	U178	J3307 J6142 J2802 J156 J3347 J1488 J6041 J7197	J1-0 J5467-0 J2091-0 J4170-1 J1924-0 J217-0 J4418-0 J7210-0 J2224-0 J5302-0 J1301-0 J2381-0 J268-0 J5-1 J5003-0 J3456-0 J79-0 J1341-0 J509-0 J6835-0
179	U179	J5981 J2759 J1022 J2634 J6794 J6260	J2076-0 J2877-0 J4083-0 J497-0 J765-0 J998-0 J7234-1 J5599-0 J5459-0 J3946-0 J8249-0 J3938-0 J4107-0 J3889-1 J3348-0 J7939-0 J323-0 J62-0 J1055-0 J5021-0
180	U180	J25 J5373 J787 J2720 J2313 J7848 J1358	J2418-0 J1576-0 J5615-0 J8064-0 J4728-1 J1010-0 J5102-0 J5895-0 J2339-0 J4677-0 J7739-0 J5348-0 J3506-0 J5393-0 J5671-0 J2722-0 J2203-0 J1186-0 J4456-0 J7509-0
181	U181	J6170 J1563 J5649 J2760 J7410 J2982 J2996	J4389-0 J3096-0 J4027-0 J7066-1 J6219-0 J8070-0 J6449-1 J5178-0 J1267-0 J1741-0 J96-0 J2917-0 J7259-0 J3118-0 J5684-1 J7232-0 J1723-0 J4460-0 J2739-1 J7751-0
182	U182	J4787 J1606 J4952 J368 J1971 J1918 J5374 J3957 J2596 J1880	J4753-0 J4927-0 J4624-0 J8089-0 J5299-0 J3377-0 J3592-0 J3029-0 J1491-0 J3441-0 J7209-0 J5492-0 J7569-0 J2327-0 J4290-0 J2585-0 J1257-0 J5011-0 J7931-0 J5520-0
183	U183	J3882 J4518 J7510 J1670 J7192 J1270 J3785 J5939 J8206	J2244-0 J3910-0 J1529-0 J5675-0 J923-1 J4343-1 J4792-0 J1146-0 J6532-0 J6582-0 J6580-1 J2024-0 J4174-0 J7819-0 J3194-0 J3397-0 J8157-0 J1579-0 J3880-0 J7264-0
184	U184	J2733 J5686 J6515 J2208 J8132	J3663-0 J6705-1 J4321-1 J909-0 J3595-1 J7905-0 J4170-1 J4549-1 J3674-0 J7998-1 J6989-0 J3194-0 J3991-0 J7452-0 J3498-0 J3595-1 J8222-0 J7264-0 J3879-0 J5128-0
185	U185	J3553 J7069 J5145	J2229-1 J2787-0 J1108-0 J4670-0 J3393-0 J4766-0 J5291-0 J5119-1 J1982-0 J5830-0 J4135-0 J4656-0 J2432-0 J606-0 J2654-0 J1263-0 J7026-0 J2037-0 J7042-0 J1766-0
186	U186	J1694 J7972 J7529 J882	J991-0 J7635-1 J2830-0 J4306-0 J7007-0 J998-0 J3527-1 J2276-0 J6129-0 J6811-0 J507-0 J5752-0 J2842-0 J698-1 J6071-0 J6153-1 J1963-1 J2983-1 J4718-0 J1005-0
187	U187	J4392 J1352 J1351 J4994	J4183-0 J7531-0 J76-0 J6538-0 J6075-0 J2388-0 J3059-0 J2540-0 J4337-0 J5417-0 J982-0 J6343-0 J5614-0 J2601-0 J6384-0 J4097-0 J1945-0 J2232-0 J5145-0 J5489-0
188	U188	J4256 J176 J2517 J2822 J1760 J1199 J1670 J683 J1621	J6675-1 J50-0 J6301-0 J4301-0 J7234-0 J1348-0 J6086-0 J4639-0 J4647-0 J4303-0 J2881-0 J5853-0 J6121-0 J367-1 J4023-0 J392-0 J7712-0 J887-0 J6108-0 J1745-0
189	U189	J5064 J4026 J4317 J0 J6070 J8132 J4861 J3380 J7846 J8071 J4817 J5939 J3646 J8228 J85 J1440 J4406 J225 J5193 J863 J3844 J344 J2436 J112 J1326 J7045 J2566 J3847	J7657-0 J6199-0 J990-0 J3400-0 J4838-0 J1023-1 J7623-1 J8029-0 J5061-0 J7018-0 J2104-1 J7637-0 J1005-0 J4750-0 J5090-1 J2669-0 J2678-0 J5756-0 J192-0 J1115-0
190	U190	J6166 J157 J1424 J3105 J4488	J6580-0 J2169-0 J2974-0 J7320-0 J3941-0 J7825-0 J8037-0 J1257-0 J1690-0 J2317-0 J4325-0 J3765-0 J8160-0 J4309-0 J2090-0 J2212-1 J3671-1 J4695-0 J5936-0 J4273-0
191	U191	J2837 J899 J2576 J4875 J4510 J8085	J4199-0 J6868-0 J2516-0 J2444-0 J4551-0 J6581-0 J2868-0 J3145-0 J419-0 J8161-0 J4260-0 J2373-1 J2933-0 J3193-0 J8007-1 J622-0 J7954-0 J5876-0 J6415-0 J764-0
192	U192	J5533 J4914 J2170 J3444 J194 J3185 J8070	J5042-0 J7293-0 J2752-0 J6546-0 J2738-0 J3744-0 J478-0 J2560-0 J2248-0 J3801-0 J6062-0 J742-0 J6133-0 J2177-0 J6653-0 J7612-0 J4145-0 J6277-0 J484-0 J6519-0
193	U193	J8034 J858 J3686 J7998	J109-0 J3595-1 J1355-0 J299-0 J1346-0 J4528-0 J2602-0 J6691-0 J7947-1 J7108-0 J5561-0 J5977-0 J6825-0 J6725-0 J1854-1 J2583-0 J6771-0 J408-0 J7923-0 J6666-0
194	U194	J6352 J141 J7296 J1669	J4331-0 J4124-0 J6646-1 J3680-0 J7755-0 J3321-0 J5255-0 J7920-1 J848-0 J5338-0 J6752-0 J5257-0 J4594-0 J6886-1 J6602-0 J7028-0 J4771-0 J4017-0 J1378-0 J7552-0
