user	Histories	Behaviors
U6223	J1328 J5096 J5614 J2695	J1994-0 J447-0 J1825-0 J1215-0 J4451-0 J1814-0 J2743-0 J6730-0 J6852-0 J3214-0 J8173-0 J6549-0 J870-0 J2226-0 J6640-0 J7753-0 J7172-0 J1508-0 J4138-0 J1924-0
U7878	J3894 J7813 J7341 J7807 J7920 J7026 J7024 J6647 J4758	J6767-0 J4947-0 J3208-0 J2856-1 J3968-0 J3520-0 J3310-0 J6614-0 J662-0 J1863-0 J4985-0 J4668-0 J408-0 J2290-0 J3840-0 J990-1 J8076-0 J6163-0 J6409-0 J3441-0
U7264	J2101 J3962 J5616 J2229	J2096-0 J2421-0 J4493-0 J3195-0 J3161-0 J6906-0 J1297-0 J7771-1 J3769-0 J1874-1 J3586-1 J5174-0 J1361-1 J15-1 J1006-0 J2585-0 J324-0 J3817-1 J3596-1 J6741-0
U3266	J1972 J6447 J102 J1730 J1408 J6830 J5880 J2248	J125-0 J5889-1 J2798-0 J6444-0 J6187-0 J884-0 J7863-0 J4523-0 J7823-0 J7838-0 J404-0 J545-1 J5464-0 J2522-0 J2826-0 J4512-0 J259-0 J4037-0 J4874-0 J745-1
U1189	J4025 J1648 J6991 J4629 J3083	J7335-0 J2491-1 J2652-0 J2465-0 J7697-0 J5950-0 J5981-1 J8172-0 J5560-0 J8108-0 J3912-0 J5423-0 J2387-0 J7240-0 J6137-0 J2563-0 J2358-0 J6263-0 J4879-0 J7204-0
U8739	J6106 J6674 J901 J3962 J7882 J2553	J4599-0 J3984-0 J4629-1 J7890-1 J1530-1 J3038-1 J5826-0 J42-0 J1513-0 J2070-1 J1543-0 J6759-0 J374-0 J7838-0 J689-0 J6143-0 J4781-1 J8063-0 J7395-1 J7685-0
U2986	J6086 J558 J3046	J1158-0 J2419-0 J7930-0 J6179-1 J973-0 J4223-1 J6101-0 J5000-0 J2642-0 J4631-0 J7940-0 J3747-0 J7514-0 J2232-0 J1839-0 J1832-0 J2629-0 J2148-0 J2546-0 J8229-1
U1961	J8177 J1553 J7287	J5104-0 J1059-0 J3430-0 J6795-0 J1051-0 J5615-0 J1445-0 J7179-0 J3527-0 J4630-0 J7326-0 J6531-0 J4846-0 J4566-0 J1465-0 J7721-0 J5098-0 J3220-0 J2232-0 J1208-0
U3897	J4947 J2354 J3378 J3038 J3369 J7551 J245 J7993 J7060 J531 J7680 J4781	J150-1 J6971-1 J2682-1 J876-0 J923-0 J6464-0 J549-0 J3600-0 J2678-0 J3366-0 J7870-0 J3191-0 J3364-0 J4884-0 J5339-0 J6946-0 J1705-0 J3110-1 J6852-0 J2912-0
U2739	J1460 J1485 J5641 J3894 J1442 J1467 J1664 J6347 J3521	J2306-0 J6777-0 J4863-0 J3859-0 J5201-0 J2901-0 J1807-0 J7070-0 J8111-0 J3512-0 J8226-0 J5183-0 J4297-0 J3750-0 J4239-0 J39-0 J2409-0 J1393-0 J6817-0 J4744-0
U7030	J2739 J3009 J3384 J7884 J2460 J6661 J7490	J7855-1 J6494-0 J5993-0 J2335-0 J2123-0 J2912-0 J5886-0 J4541-1 J6898-0 J1643-0 J5754-0 J8123-0 J3734-0 J1009-0 J5673-1 J660-0 J6687-0 J2195-0 J3859-0 J71-0
U5578	J6839 J3821 J7386	J1152-0 J2508-1 J5320-0 J2514-0 J775-0 J268-0 J2219-0 J4320-1 J2224-0 J7671-0 J3456-1 J6268-0 J4526-0 J2047-0 J2439-1 J3699-0 J732-0 J2216-0 J5422-0 J3240-0
U156	J243 J7624 J1050 J8232 J7558 J3073 J3356 J8169	J4863-1 J4126-0 J62-1 J2954-0 J5505-0 J3892-0 J6295-0 J5747-0 J4168-1 J4002-1 J6548-0 J3753-1 J4147-1 J75-0 J3775-0 J2722-1 J2446-0 J1694-1 J7123-0 J4742-0
U2140	J4149 J287 J200	J1331-0 J3142-0 J8241-0 J6048-0 J8164-0 J3070-0 J5544-0 J6068-0 J4199-0 J6664-1 J6653-0 J1518-0 J958-0 J3892-0 J888-0 J7888-1 J3132-0 J6970-0 J5553-0 J2782-0
U3000	J6795 J2911 J6363	J692-0 J3876-0 J6410-0 J3058-1 J8164-0 J2748-0 J6483-0 J5007-0 J4292-0 J5475-1 J2241-0 J6764-1 J6169-0 J2190-0 J2655-0 J1530-1 J1251-0 J1386-1 J987-1 J761-0
U5897	J4863 J4603 J4134	J3675-0 J4884-0 J6499-1 J1266-0 J5342-0 J6015-0 J7742-0 J3273-0 J90-0 J1992-0 J4744-0 J5584-0 J4841-0 J1715-0 J1670-0 J7532-0 J2081-0 J7265-1 J3907-1 J1666-0
U7181	J136 J2504 J4875 J64	J4309-0 J798-0 J3459-0 J5308-0 J5362-0 J8014-0 J2711-1 J2147-1 J1051-1 J176-1 J3478-0 J3922-0 J2939-0 J435-0 J1336-0 J7706-1 J3545-0 J7193-1 J176-1 J7370-0
U7361	J6395 J7203 J6161 J2641 J2378 J705 J4921	J7435-0 J5444-0 J4854-0 J7886-0 J4227-0 J4885-0 J486-0 J3763-0 J435-0 J3826-0 J6009-0 J5835-0 J3789-0 J1394-0 J1928-1 J711-0 J1326-0 J3170-0 J6149-1 J4774-0
U2928	J5 J6464 J7190 J2453 J664 J5093 J8207	J964-0 J4909-0 J4470-0 J3660-1 J3215-0 J3935-1 J6765-0 J4017-0 J6382-1 J2628-0 J5440-0 J8157-0 J344-1 J8137-0 J6249-0 J4941-0 J2065-0 J5126-0 J4415-0 J5872-0
U2530	J826 J6978 J3869 J5186 J4727 J6566 J1531 J784 J5241 J4803 J4781 J5661 J5243 J2699 J5613 J1966	J5833-0 J3550-0 J2960-0 J3251-0 J5548-0 J4640-0 J7285-1 J6371-0 J1104-0 J3592-0 J4018-0 J4417-0 J5364-0 J2480-0 J5580-0 J7950-0 J3795-0 J6221-0 J7457-0 J132-0
U5397	J1912 J5616 J5719 J1521	J6161-0 J7432-0 J8250-0 J4468-0 J1747-0 J915-0 J3116-0 J3013-0 J7497-0 J7107-0 J3814-0 J7059-0 J8195-0 J1775-0 J7361-0 J217-0 J2962-0 J4071-0 J2875-0 J1333-0
U938	J4229 J4261 J4649 J1962 J7626 J3631 J1637 J1530 J3684 J2150 J4240	J7826-0 J3018-0 J3051-0 J2670-0 J4898-0 J7512-0 J7983-0 J7050-0 J7722-0 J4335-0 J4536-0 J6257-0 J2956-1 J719-0 J7323-0 J4669-0 J7829-0 J3041-0 J4420-0 J479-0
U9442	J3051 J1581 J6944 J525 J6809	J4399-0 J2465-0 J6298-0 J4608-0 J3234-0 J6255-0 J2096-0 J5212-0 J8144-0 J6804-0 J6786-0 J2318-0 J4383-0 J3687-0 J4854-0 J4273-0 J5138-0 J4052-0 J957-0 J73-0
U3369	J1739 J4366 J3499 J2517	J6527-0 J7573-0 J3546-0 J2966-0 J1806-0 J6402-0 J2718-0 J4900-0 J7668-0 J3673-0 J556-0 J3525-0 J1840-0 J4184-0 J7505-0 J7163-0 J1195-0 J4809-0 J6011-0 J7212-0
U8425	J5439 J2375 J2442	J6734-1 J1774-0 J8021-0 J8214-1 J1381-0 J771-0 J5894-0 J4937-1 J1845-0 J7689-0 J3940-0 J1568-0 J3390-0 J2465-1 J3646-1 J6652-0 J759-0 J8051-0 J3505-0 J411-1
U2378	J875 J7296 J1353	J3815-0 J2671-1 J3164-0 J7473-0 J3029-0 J7059-1 J6809-1 J7198-0 J2066-0 J283-0 J1054-1 J6348-0 J3283-0 J1153-0 J7439-0 J2242-0 J6582-0 J5769-0 J171-1 J7974-0
U9247	J6624 J4818 J377 J4237 J6430 J4342 J6229 J7187	J636-0 J4517-0 J4756-0 J2032-0 J5940-1 J6344-0 J8147-0 J3270-0 J28-1 J4111-0 J3878-0 J4240-1 J5316-0 J3216-1 J4264-0 J2509-0 J4636-0 J3239-1 J6885-0 J5779-0
U2220	J2739 J6121 J2696 J2349	J4671-0 J3883-0 J4732-0 J4781-1 J3735-0 J1545-0 J6237-0 J6821-0 J5555-0 J5420-0 J2171-0 J1258-0 J8063-0 J5043-0 J5832-0 J841-0 J4679-0 J7380-0 J3670-0 J7161-0
U4925	J1403 J7843 J6839 J8101 J7058 J6105	J442-1 J5907-1 J7921-0 J3082-1 J1344-0 J3478-0 J6506-1 J4386-0 J2956-1 J623-0 J6829-0 J2868-0 J1875-0 J336-1 J4495-0 J1914-1 J2511-1 J6727-0 J3763-0 J6046-0
U2455	J2893 J526 J1326 J7274	J3015-0 J5881-0 J2472-0 J2371-0 J7520-0 J4214-0 J4075-0 J51-0 J7338-0 J5491-0 J6455-0 J5394-0 J7615-0 J6846-0 J2607-0 J552-0 J3986-0 J5139-0 J7678-0 J5073-0
U3315	J466 J3686 J2760 J5958 J4554 J3698 J4002	J216-0 J2911-1 J4436-0 J2389-0 J2620-0 J1726-0 J7799-0 J50-0 J1890-0 J6974-0 J2561-0 J2832-0 J7270-0 J2491-1 J1426-0 J3170-0 J7424-1 J1220-0 J1557-1 J4866-0
U3690	J2563 J4846 J7528 J7418 J7047 J3110 J1912 J6123 J1719 J664 J3929	J3043-0 J2911-1 J4664-0 J4736-1 J804-0 J5686-1 J7796-0 J1009-0 J6920-0 J3522-0 J2897-0 J1572-0 J6284-0 J2813-0 J5156-0 J7905-0 J5311-0 J7624-1 J3919-1 J2215-0
U7922	J6977 J6839 J4739 J4510 J663 J8233 J3870 J3083 J3009 J5680 J5241 J1428	J68-1 J2013-1 J6721-0 J7389-0 J5335-0 J4689-0 J3551-1 J4420-0 J2661-0 J686-0 J5826-0 J4678-0 J6332-0 J3058-0 J4164-0 J6621-0 J1003-0 J2024-1 J1701-0 J2268-0
U9969	J3739 J4915 J2145 J6297	J4400-0 J1291-0 J5033-0 J7144-0 J7687-0 J4204-0 J5086-0 J6-0 J6065-0 J1405-0 J3380-0 J7564-0 J3585-1 J301-0 J6169-0 J4061-0 J2720-0 J2327-0 J4926-0 J4120-0
U2328	J3607 J617 J826 J4026	J6507-0 J6041-0 J1843-0 J5126-0 J2496-0 J2627-0 J5559-0 J6271-0 J5191-0 J8183-0 J6402-0 J5415-0 J7356-1 J3598-0 J4816-0 J6309-0 J2961-0 J3785-0 J960-0 J2094-0
U6823	J2624 J2487 J2695 J4265	J7871-0 J3440-0 J7118-0 J4046-0 J5846-0 J2128-0 J7218-0 J5385-1 J7679-0 J6118-1 J4999-0 J7194-1 J6771-0 J4432-0 J298-0 J7525-1 J2290-0 J6497-1 J4599-0 J3099-0
U6128	J3996 J3 J2590 J2508 J3952 J6118	J2503-0 J6761-0 J4581-0 J399-0 J6357-1 J1791-0 J3735-0 J6784-0 J6128-0 J6519-0 J3617-0 J3810-0 J5060-0 J3381-1 J7161-0 J5416-0 J1211-1 J4436-0 J5129-0 J3685-0
U2089	J1911 J7530 J7884 J1963	J679-0 J3241-0 J5107-0 J7188-0 J264-0 J7546-0 J6057-0 J7556-0 J7227-1 J6021-0 J4115-0 J678-1 J4613-1 J7117-0 J6862-0 J5181-0 J6903-0 J7969-0 J7360-1 J1547-0
U8077	J160 J7372 J3577	J5110-0 J8055-0 J7151-1 J2758-0 J2988-1 J7853-0 J7321-0 J6465-0 J3782-0 J6353-1 J7343-0 J3009-1 J6439-0 J6629-0 J3884-0 J4081-0 J516-0 J8143-0 J3379-0 J1472-0
U4020	J2532 J3412 J6	J3589-0 J5188-0 J3810-0 J1340-0 J3399-0 J4274-0 J760-0 J1640-0 J880-0 J6997-0 J514-0 J2785-0 J6245-0 J2264-0 J4550-0 J6275-0 J6067-0 J2326-0 J5507-0 J5348-1
U8217	J1311 J875 J531	J1986-0 J515-0 J2732-0 J7698-0 J1333-0 J3845-0 J2415-0 J5014-0 J3442-0 J6572-0 J3113-1 J3356-1 J1571-0 J3266-0 J4385-1 J5785-0 J6785-0 J2999-1 J4785-0 J2727-0
U2345	J7088 J4527 J2996 J2525	J756-0 J2889-0 J7898-0 J7130-0 J4734-0 J954-0 J3487-0 J3988-0 J2297-0 J6296-0 J3974-0 J7410-1 J5417-0 J6272-0 J5793-0 J4073-0 J4-0 J1733-0 J6547-0 J6124-0
U7726	J8091 J3553 J6954 J4882	J270-0 J706-0 J4278-0 J3031-0 J2411-0 J46-0 J7541-0 J7828-0 J6285-0 J3792-0 J1795-0 J1388-0 J1175-0 J7121-1 J3707-0 J6224-1 J3941-0 J6-1 J4631-0 J1271-1
U8986	J403 J7852 J7482 J3578 J1656 J7002	J4107-0 J2019-0 J6448-0 J2516-0 J4464-0 J674-0 J2215-0 J4826-0 J694-0 J2681-0 J3347-0 J3416-0 J67-0 J1027-0 J6004-0 J6138-0 J2771-0 J366-0 J1790-0 J2754-0
U4653	J4086 J667 J886	J1603-0 J3886-0 J4026-0 J4579-0 J6739-1 J6309-0 J569-1 J6542-0 J511-0 J7854-0 J938-0 J4122-0 J2332-0 J4179-0 J7924-0 J5448-1 J3132-0 J650-0 J3323-0 J3703-0
U4443	J5081 J8134 J5080	J2763-0 J6431-0 J350-0 J375-0 J7225-0 J301-0 J118-0 J5434-0 J2550-0 J4333-0 J3442-0 J1227-0 J5615-0 J6345-0 J5454-0 J2583-0 J4088-0 J4428-0 J3443-0 J2355-0
U4019	J3003 J663 J7846	J3216-0 J4884-0 J6254-0 J597-1 J2526-0 J8164-0 J4257-0 J192-0 J2789-0 J7268-1 J2594-0 J4191-0 J6457-0 J3176-0 J3550-0 J7132-0 J6856-0 J3782-0 J4660-1 J7733-0
U1215	J287 J3059 J2187	J7978-0 J2787-0 J2881-0 J4683-0 J7174-0 J1723-0 J1758-0 J5364-0 J6978-1 J2716-1 J6363-1 J4969-0 J1016-0 J5091-0 J7334-1 J4819-0 J541-0 J1017-0 J7338-0 J8007-0
U2195	J5692 J6872 J1249 J1423 J841 J6107 J7220 J534	J7850-0 J4529-0 J5250-0 J5936-0 J3854-0 J5524-1 J2716-0 J2063-0 J2943-0 J4374-0 J1658-1 J934-0 J5450-1 J7247-0 J857-0 J3814-0 J196-0 J205-0 J3457-0 J1007-0
U8944	J3111 J1662 J5348 J3653 J7979 J1184 J985 J4149 J8239 J7884	J4614-1 J3483-0 J6220-1 J7396-0 J4270-0 J5639-0 J7361-0 J1275-0 J3120-0 J7971-0 J7215-0 J181-0 J4247-0 J5874-0 J3794-0 J315-0 J6075-1 J556-0 J2577-0 J2280-1
U466	J8071 J978 J8232 J2672 J7572	J2812-0 J1844-0 J2140-0 J3218-0 J5825-0 J1164-0 J8181-0 J7598-0 J1758-0 J3805-0 J4669-0 J920-1 J7561-1 J943-0 J5003-0 J5657-0 J605-0 J6407-0 J4494-0 J8224-0
U7211	J4025 J2100 J2906 J2915 J1827	J4320-0 J468-0 J6323-0 J5102-0 J5662-0 J3340-0 J8129-0 J1741-0 J7992-0 J7632-0 J2337-0 J6039-0 J4090-0 J1796-0 J4757-0 J5204-0 J5971-0 J2921-0 J2243-0 J1090-0
U8476	J6102 J4617 J1440 J1988 J8094 J4151 J4870	J6110-1 J285-0 J7977-0 J3034-0 J346-0 J1390-0 J2660-0 J700-0 J2207-0 J2891-0 J5489-1 J3516-0 J4436-0 J6734-1 J7108-0 J627-0 J7087-1 J2498-0 J1081-1 J6405-1
U8962	J2988 J2700 J1063	J1172-0 J5255-0 J4435-0 J6216-0 J1678-0 J5475-1 J3405-0 J7770-0 J5703-0 J1163-1 J2870-0 J122-0 J6505-1 J2882-0 J6833-0 J2379-1 J1386-1 J2742-1 J3061-0 J7896-0
U6793	J8197 J4952 J5916	J2858-0 J6671-0 J7385-0 J821-0 J213-0 J65-0 J5765-0 J3561-0 J3935-0 J4645-0 J4405-0 J1864-0 J2208-0 J3330-0 J2307-0 J2879-0 J4670-0 J6760-0 J6926-0 J7031-0
U140	J1448 J7878 J3934	J7992-0 J1642-0 J1362-0 J4390-0 J6644-0 J749-0 J1953-0 J636-0 J596-0 J1043-0 J6993-0 J5047-0 J4373-0 J8107-0 J1339-0 J7476-0 J8258-1 J5133-0 J7616-0 J3616-0
U8029	J7404 J6839 J1988	J8181-0 J4829-0 J8122-0 J3955-1 J745-1 J1480-0 J4726-0 J223-0 J226-0 J2019-0 J2058-0 J2187-1 J7586-0 J2604-0 J407-0 J4859-0 J6714-0 J2685-1 J5027-0 J214-0
U5964	J591 J2518 J5958	J6611-0 J676-0 J6191-0 J8028-0 J7402-0 J4433-0 J6893-0 J6982-0 J651-0 J7472-0 J4964-0 J393-0 J1669-1 J3957-0 J1085-1 J4881-0 J4412-1 J6463-0 J3809-0 J3555-0
U5311	J3918 J3569 J3582 J534	J2027-0 J3259-0 J999-0 J7389-0 J6038-1 J1438-0 J4551-0 J8155-0 J338-0 J5298-1 J6624-0 J7124-0 J5233-0 J2898-0 J5398-0 J4106-0 J2721-0 J2030-0 J3222-0 J1289-0
U7616	J4461 J5002 J1581 J7055 J1310 J4870 J5070 J4298 J5323	J536-1 J4312-1 J3737-0 J2046-0 J3793-0 J3023-1 J4007-0 J5-1 J8199-0 J8044-0 J6230-1 J1038-0 J1448-1 J4851-1 J5734-0 J6836-0 J6451-0 J16-1 J8243-0 J1660-0
U8215	J6467 J1023 J2690	J3240-1 J3647-0 J352-0 J6523-0 J1337-0 J5483-0 J86-0 J957-0 J2046-0 J788-0 J8089-0 J407-0 J6762-0 J543-0 J5228-0 J2714-0 J4930-0 J377-0 J1937-0 J1860-0
U5354	J7151 J438 J3202 J1056 J3867 J4538	J329-0 J5239-0 J1538-1 J6826-0 J3212-1 J5081-0 J2287-0 J1168-0 J7254-1 J5627-0 J3919-1 J1655-0 J5896-1 J6374-0 J349-0 J4453-1 J6895-0 J6347-0 J1649-0 J6919-0
U3674	J5953 J1467 J4919 J198 J4181 J1309	J5698-0 J305-0 J3209-0 J4140-0 J8015-0 J84-0 J7723-0 J106-0 J2081-0 J7886-0 J6998-0 J2980-0 J678-1 J5873-0 J2914-0 J4347-0 J5996-1 J2163-0 J4366-0 J4938-0
U911	J1854 J7061 J8208 J599	J4417-0 J2803-0 J6595-1 J8085-0 J7750-0 J1601-0 J2460-1 J5223-0 J7-0 J4795-0 J4517-0 J2417-0 J2287-0 J6722-0 J2763-0 J2018-0 J6298-0 J4554-1 J8236-0 J6454-0
U401	J4301 J2081 J1459 J490	J1827-0 J4382-1 J6494-0 J5161-0 J6509-0 J6497-0 J2700-1 J4195-1 J2085-1 J8044-0 J6499-0 J1216-0 J3220-0 J3703-0 J1513-1 J5627-0 J4708-0 J2667-0 J3792-0 J7000-0
U1111	J4047 J3255 J592 J2989	J8217-0 J6300-0 J3610-0 J1836-0 J8034-1 J6165-0 J2694-1 J3527-0 J2119-0 J2493-0 J5998-0 J2678-0 J1334-1 J2308-0 J4009-0 J1726-0 J5162-0 J3061-0 J1192-0 J7777-0
U875	J6364 J6215 J1070	J3793-0 J6270-0 J7804-0 J5859-0 J3029-0 J3053-0 J2723-0 J7862-0 J2160-0 J4769-0 J4842-0 J3333-0 J7729-0 J2337-0 J4511-1 J5570-0 J4023-0 J7463-0 J7072-0 J1258-0
U9650	J7049 J5127 J1057 J6224 J1055 J7050 J3293 J577	J1396-0 J4793-0 J1227-0 J978-0 J3184-0 J3641-0 J2134-0 J3905-0 J4687-0 J7609-0 J1632-0 J821-0 J3183-0 J2708-0 J3129-0 J567-0 J3013-1 J3633-0 J2319-0 J6774-0
U1907	J3817 J5646 J1591 J7408 J7187 J4103 J6078 J4042 J1126 J1412	J4917-0 J3863-0 J7952-0 J7455-0 J5247-0 J3788-0 J4957-0 J3592-0 J5658-0 J3686-1 J4194-1 J7818-0 J1506-1 J2884-0 J8062-0 J3054-0 J5864-0 J2164-0 J7260-0 J4481-0
U5904	J6740 J2377 J5827	J2300-0 J2707-1 J7810-0 J1578-0 J6021-0 J1528-0 J6723-0 J1693-0 J5320-0 J4806-0 J6708-0 J2552-0 J213-0 J4290-0 J794-0 J7965-0 J7-0 J479-0 J6602-0 J1008-0
U7607	J4541 J4392 J1768 J7296	J62-0 J7899-0 J7390-0 J5883-0 J7799-0 J5262-0 J5748-0 J955-0 J4583-0 J6571-0 J3883-0 J6461-0 J3778-0 J646-1 J6664-0 J4152-0 J858-0 J5546-0 J7229-0 J5581-0
U7730	J439 J907 J3409 J1218 J2916 J2460 J44 J1488 J6221 J6505	J594-0 J5827-0 J7314-0 J1966-1 J3427-1 J2085-0 J5892-0 J5132-0 J2452-0 J2288-0 J2321-0 J4639-0 J1037-0 J3546-0 J7930-0 J2092-0 J941-0 J1410-0 J7363-1 J7952-0
U9717	J2920 J2028 J1555 J8229 J6214 J1023 J5788 J5934 J7476 J111 J7889	J299-0 J3607-0 J7220-0 J3965-0 J4691-0 J8216-0 J4712-0 J4791-0 J8224-0 J2758-0 J4216-0 J386-0 J7534-1 J2228-1 J4455-1 J5016-0 J7976-0 J2106-0 J1368-0 J3011-0
U4903	J1742 J4223 J4948 J4401	J808-1 J3914-0 J3633-0 J6851-0 J714-0 J6666-1 J8162-0 J1278-0 J3494-0 J5456-0 J1958-0 J4013-0 J3472-0 J5570-0 J2137-0 J1074-0 J6366-0 J3093-0 J2909-0 J4063-0
U4498	J176 J4104 J40 J7206	J1784-0 J7522-0 J3461-0 J4989-0 J694-0 J4556-0 J8028-0 J3268-0 J3479-0 J5330-0 J3492-0 J899-0 J7936-0 J2311-0 J2565-0 J181-1 J2626-0 J6147-0 J854-0 J787-0
U976	J7501 J3931 J3427 J1158 J2356	J2850-0 J210-0 J1578-0 J1307-0 J3926-0 J213-0 J1962-1 J3674-0 J3991-0 J156-0 J7749-0 J6299-0 J3644-0 J6542-0 J5867-0 J2746-0 J5403-0 J941-0 J6932-0 J4619-0
U4006	J4458 J1239 J3830 J245 J3026 J4132 J4320 J3553 J6214	J5326-0 J7858-0 J5027-0 J7210-0 J7203-1 J3172-0 J1627-0 J5479-0 J811-0 J3868-0 J5650-1 J3600-0 J2575-0 J101-0 J1300-0 J1928-1 J861-0 J7906-0 J6999-0 J349-0
U8308	J8177 J4259 J5460 J4004	J679-0 J902-0 J4724-0 J2542-0 J354-0 J6051-0 J665-0 J5215-0 J5728-0 J5981-0 J4940-0 J2750-0 J2522-0 J1578-0 J5253-0 J6698-1 J1573-0 J2517-1 J6046-0 J5201-0
U2287	J4654 J7151 J1187	J6275-0 J2596-0 J6518-0 J1612-1 J8248-0 J4459-0 J1864-0 J1137-0 J177-1 J1537-0 J29-0 J4832-0 J1635-0 J3375-0 J2050-0 J5315-0 J2114-0 J3537-0 J3541-0 J3213-0
U5474	J5916 J4890 J3255 J5081 J7581 J8134	J3705-0 J4296-0 J5030-0 J6317-0 J6606-0 J5002-0 J4365-0 J7614-0 J3187-0 J6590-0 J7190-0 J2530-0 J7401-0 J3003-0 J6924-0 J8083-0 J3499-0 J3869-0 J5206-0 J4132-0
U7814	J7928 J2920 J5865	J537-0 J7629-0 J8175-0 J4117-0 J5861-0 J2430-0 J5662-0 J6160-0 J1257-0 J352-0 J769-0 J6105-1 J6170-0 J4520-0 J522-0 J1276-0 J5388-0 J2166-0 J6162-0 J7999-1
U1795	J5174 J3382 J3906	J7415-0 J1530-1 J3792-0 J5475-1 J7153-0 J7478-0 J6541-1 J1046-0 J3881-1 J7857-0 J7181-0 J945-0 J141-1 J855-0 J7887-1 J701-0 J5604-0 J1821-0 J1169-0 J4183-1
U4228	J5171 J2641 J7036 J3927 J6608 J3386 J7527 J4320 J7441	J8259-1 J2002-0 J1802-0 J1656-0 J4965-0 J5118-1 J6702-0 J8161-0 J7346-0 J1691-0 J1889-0 J5745-0 J2367-1 J1383-0 J6909-0 J2762-0 J6657-0 J1254-1 J3981-0 J6590-0
U1533	J1471 J3066 J6496 J2634 J6160 J2704	J6511-0 J4155-0 J5287-0 J3656-0 J7502-0 J3897-0 J5930-0 J4109-0 J4095-1 J7653-0 J7982-0 J6870-0 J3624-0 J2604-0 J6732-0 J5104-0 J4188-0 J7515-0 J5904-0 J769-0
U2803	J3436 J6509	J8184-0 J4361-0 J2092-0 J4321-0 J6794-0 J3396-0 J143-0 J793-0 J618-0 J2480-0 J580-0 J296-0 J1880-0 J254-0 J7530-0 J2397-0 J371-0 J342-0 J2959-0 J6812-0
U1037	J6911 J6912 J4145 J4147 J5390	J983-0 J2047-0 J1385-0 J5599-0 J5570-0 J6628-0 J1799-0 J5105-0 J5155-0 J526-0 J5753-0 J4501-0 J2670-0 J7521-0 J5454-0 J7457-0 J7894-0 J2075-0 J1986-0 J616-0
U5504	J3293 J2806 J6461 J3378	J5240-0 J384-0 J7835-0 J140-0 J1088-0 J1811-0 J4815-0 J8103-0 J1939-0 J7547-0 J2819-1 J1240-0 J5696-0 J1181-0 J3680-0 J1694-1 J4386-0 J4577-0 J4277-0 J284-0
U7794	J2443 J4903 J7949	J6462-0 J2330-0 J450-0 J3876-0 J8004-1 J2039-0 J683-0 J4775-0 J8094-1 J1960-0 J3810-0 J7753-1 J7133-0 J7315-0 J7140-0 J6123-1 J7150-0 J3238-0 J2311-0 J3830-1
U9372	J4148 J5390 J4377 J6911 J1768 J4803 J56 J4508 J3453	J2629-0 J4893-0 J7765-0 J567-0 J4559-0 J4595-0 J2616-0 J534-0 J3355-0 J263-0 J7947-0 J4850-0 J4229-0 J7490-0 J789-0 J2672-0 J1931-0 J7722-0 J5167-0 J4446-0
U7974	J3027 J5570 J3095 J1660 J4317 J1912 J1350 J3035 J6680 J1620 J6400 J3525 J3894	J699-0 J1435-0 J3084-0 J5513-0 J991-0 J4549-1 J6476-0 J2480-1 J57-0 J2178-0 J3183-0 J4233-0 J2779-0 J3892-0 J322-0 J605-0 J7837-0 J5091-0 J6119-1 J4481-0
U1526	J7886 J3776 J7137 J2100 J8070 J4132 J3074 J4133 J7467	J2200-0 J989-0 J1342-0 J6410-0 J7061-0 J2684-0 J889-0 J4535-0 J3975-0 J4291-0 J6603-0 J5212-0 J2597-0 J7970-0 J7134-0 J6335-0 J3537-0 J2008-0 J5423-0 J7749-0
U9955	J2451 J2876 J4222 J3091 J1339 J4147 J4423 J4097 J7716 J3333 J195	J4211-0 J7737-0 J1313-0 J2061-0 J1031-1 J3628-1 J7909-0 J8002-1 J6798-0 J3250-0 J7846-1 J5873-0 J5066-1 J7839-1 J6335-0 J5422-0 J1659-0 J6676-0 J3804-0 J7071-0
U183	J3882 J4518 J7510 J1670 J7192 J1270 J3785 J5939 J8206	J2244-0 J3910-0 J1529-0 J5675-0 J923-1 J4343-1 J4792-0 J1146-0 J6532-0 J6582-0 J6580-1 J2024-0 J4174-0 J7819-0 J3194-0 J3397-0 J8157-0 J1579-0 J3880-0 J7264-0
U586	J4721 J3688 J4401	J7363-1 J614-0 J2047-0 J89-0 J4758-1 J4774-0 J4502-1 J7163-0 J1949-0 J48-0 J2317-0 J7645-1 J5459-0 J3301-0 J7384-0 J1259-0 J1136-0 J4045-0 J1293-0 J2426-0
U5205	J1615 J2463 J4340 J7712	J335-0 J1057-1 J4401-0 J5519-0 J7437-1 J1862-0 J393-0 J1783-0 J3329-0 J830-0 J6882-0 J1447-1 J2508-1 J4413-0 J518-0 J7244-0 J7398-1 J6228-0 J3805-0 J2347-0
U9615	J18 J3527 J1218	J2689-0 J2269-0 J3632-0 J7845-1 J8069-0 J534-1 J5388-0 J5463-0 J1186-0 J7615-0 J4534-0 J4133-1 J2179-0 J5319-0 J7436-0 J8222-0 J5989-0 J7577-0 J5730-0 J622-0
U7534	J2911 J7857 J5980 J4526 J7666 J1070 J4851	J7775-0 J3750-0 J298-0 J3402-0 J3744-0 J6301-0 J2231-0 J5295-1 J8084-0 J799-0 J7586-0 J575-0 J619-0 J4988-0 J7784-0 J3458-0 J5074-0 J2871-0 J4864-1 J5087-0
